work_id,author_id
https://openalex.org/W1562208008,https://openalex.org/A5020349487
https://openalex.org/W2170551349,https://openalex.org/A5009556658
https://openalex.org/W2170551349,https://openalex.org/A5010384159
https://openalex.org/W2142635246,https://openalex.org/A5113631634
https://openalex.org/W1979300931,https://openalex.org/A5113535594
https://openalex.org/W1979300931,https://openalex.org/A5103404782
https://openalex.org/W2011039300,https://openalex.org/A5047995033
https://openalex.org/W2011039300,https://openalex.org/A5110866131
https://openalex.org/W2015795623,https://openalex.org/A5113783987
https://openalex.org/W2015795623,https://openalex.org/A5110857369
https://openalex.org/W4294216491,https://openalex.org/A5070962272
https://openalex.org/W4294216491,https://openalex.org/A5073693721
https://openalex.org/W2133665775,https://openalex.org/A5100420313
https://openalex.org/W2133665775,https://openalex.org/A5075463806
https://openalex.org/W2133665775,https://openalex.org/A5112664269
https://openalex.org/W2133665775,https://openalex.org/A5080476548
https://openalex.org/W1556808170,https://openalex.org/A5112758519
https://openalex.org/W1556808170,https://openalex.org/A5109053731
https://openalex.org/W2049633694,https://openalex.org/A5008304919
https://openalex.org/W2049633694,https://openalex.org/A5107384928
https://openalex.org/W2049633694,https://openalex.org/A5071941451
https://openalex.org/W2000445173,https://openalex.org/A5105301983
https://openalex.org/W2000445173,https://openalex.org/A5041225023
https://openalex.org/W2000445173,https://openalex.org/A5111785718
https://openalex.org/W2000445173,https://openalex.org/A5103589646
https://openalex.org/W2133766618,https://openalex.org/A5037182479
https://openalex.org/W2991792334,https://openalex.org/A5068353058
https://openalex.org/W2991792334,https://openalex.org/A5113499690
https://openalex.org/W2991792334,https://openalex.org/A5076572041
https://openalex.org/W2991792334,https://openalex.org/A5042962646
https://openalex.org/W2130410032,https://openalex.org/A5109532899
https://openalex.org/W2130410032,https://openalex.org/A5017114712
https://openalex.org/W2130410032,https://openalex.org/A5068971521
https://openalex.org/W2130410032,https://openalex.org/A5014241799
https://openalex.org/W2130410032,https://openalex.org/A5070668676
https://openalex.org/W2130410032,https://openalex.org/A5065488391
https://openalex.org/W2130410032,https://openalex.org/A5022925020
https://openalex.org/W2130410032,https://openalex.org/A5018379179
https://openalex.org/W2130410032,https://openalex.org/A5001449157
https://openalex.org/W2130410032,https://openalex.org/A5020748592
https://openalex.org/W2130410032,https://openalex.org/A5077622597
https://openalex.org/W2168175751,https://openalex.org/A5080781978
https://openalex.org/W2135046866,https://openalex.org/A5027340494
https://openalex.org/W2152207030,https://openalex.org/A5007823743
https://openalex.org/W2152207030,https://openalex.org/A5067791761
https://openalex.org/W2152207030,https://openalex.org/A5028632294
https://openalex.org/W2152207030,https://openalex.org/A5111452408
https://openalex.org/W2152207030,https://openalex.org/A5100680948
https://openalex.org/W2024060531,https://openalex.org/A5013336788
https://openalex.org/W2024060531,https://openalex.org/A5043473326
https://openalex.org/W2024060531,https://openalex.org/A5082059084
https://openalex.org/W2097117768,https://openalex.org/A5002183320
https://openalex.org/W2097117768,https://openalex.org/A5100641142
https://openalex.org/W2097117768,https://openalex.org/A5110220840
https://openalex.org/W2097117768,https://openalex.org/A5066544075
https://openalex.org/W2097117768,https://openalex.org/A5059110895
https://openalex.org/W2097117768,https://openalex.org/A5081024054
https://openalex.org/W2097117768,https://openalex.org/A5084125668
https://openalex.org/W2097117768,https://openalex.org/A5013813527
https://openalex.org/W2097117768,https://openalex.org/A5026452365
