topic_id,work_id
https://openalex.org/T10015,https://openalex.org/W2169456326
https://openalex.org/T11482,https://openalex.org/W2169456326
https://openalex.org/T10521,https://openalex.org/W2169456326
https://openalex.org/T10136,https://openalex.org/W1995945562
https://openalex.org/T11466,https://openalex.org/W2116199508
https://openalex.org/T12805,https://openalex.org/W3214923421
https://openalex.org/T11764,https://openalex.org/W2030966943
https://openalex.org/T11901,https://openalex.org/W2030966943
https://openalex.org/T10015,https://openalex.org/W2132632499
https://openalex.org/T10012,https://openalex.org/W2132632499
https://openalex.org/T11764,https://openalex.org/W2132632499
https://openalex.org/T10848,https://openalex.org/W2126105956
https://openalex.org/T10100,https://openalex.org/W2126105956
https://openalex.org/T11975,https://openalex.org/W2126105956
https://openalex.org/T10467,https://openalex.org/W2159306398
https://openalex.org/T13748,https://openalex.org/W2159306398
https://openalex.org/T11871,https://openalex.org/W2159306398
https://openalex.org/T10320,https://openalex.org/W2156909104
https://openalex.org/T10015,https://openalex.org/W2311203695
https://openalex.org/T10434,https://openalex.org/W2311203695
https://openalex.org/T11764,https://openalex.org/W2311203695
https://openalex.org/T10054,https://openalex.org/W2019465613
https://openalex.org/T11269,https://openalex.org/W2019465613
https://openalex.org/T12326,https://openalex.org/W2019465613
https://openalex.org/T10015,https://openalex.org/W2097382368
https://openalex.org/T13650,https://openalex.org/W2097382368
https://openalex.org/T11269,https://openalex.org/W2097382368
https://openalex.org/T10206,https://openalex.org/W3118615836
https://openalex.org/T10416,https://openalex.org/W3118615836
https://openalex.org/T12443,https://openalex.org/W3118615836
https://openalex.org/T10057,https://openalex.org/W2133059825
https://openalex.org/T12111,https://openalex.org/W2133059825
https://openalex.org/T10320,https://openalex.org/W2133059825
https://openalex.org/T10715,https://openalex.org/W2561675875
https://openalex.org/T12002,https://openalex.org/W2561675875
https://openalex.org/T10100,https://openalex.org/W2561675875
https://openalex.org/T13748,https://openalex.org/W1849190772
https://openalex.org/T13498,https://openalex.org/W1990513740
https://openalex.org/T12880,https://openalex.org/W1658908529
https://openalex.org/T10050,https://openalex.org/W2099111195
https://openalex.org/T12002,https://openalex.org/W2099111195
https://openalex.org/T12261,https://openalex.org/W2099111195
https://openalex.org/T10100,https://openalex.org/W2152195021
https://openalex.org/T10320,https://openalex.org/W2152195021
https://openalex.org/T11975,https://openalex.org/W2152195021
https://openalex.org/T10778,https://openalex.org/W2037557484
https://openalex.org/T12114,https://openalex.org/W2037557484
https://openalex.org/T10826,https://openalex.org/W2037557484
https://openalex.org/T14394,https://openalex.org/W2993383518
https://openalex.org/T10621,https://openalex.org/W2993383518
https://openalex.org/T12592,https://openalex.org/W2993383518
https://openalex.org/T11177,https://openalex.org/W2079105963
https://openalex.org/T10413,https://openalex.org/W2079105963
https://openalex.org/T11965,https://openalex.org/W2079105963
https://openalex.org/T10887,https://openalex.org/W2103017472
https://openalex.org/T11710,https://openalex.org/W2103017472
https://openalex.org/T10932,https://openalex.org/W2103017472
https://openalex.org/T11710,https://openalex.org/W2093274439
https://openalex.org/T10215,https://openalex.org/W2093274439
https://openalex.org/T12601,https://openalex.org/W2093274439
https://openalex.org/T10410,https://openalex.org/W1973948212
https://openalex.org/T10845,https://openalex.org/W1973948212
https://openalex.org/T13240,https://openalex.org/W1483247593
https://openalex.org/T10856,https://openalex.org/W1483247593
https://openalex.org/T12255,https://openalex.org/W1483247593
https://openalex.org/T11936,https://openalex.org/W1976499671
https://openalex.org/T11177,https://openalex.org/W1976499671
https://openalex.org/T10402,https://openalex.org/W1976499671
https://openalex.org/T11871,https://openalex.org/W3015634246
https://openalex.org/T13141,https://openalex.org/W3015634246
https://openalex.org/T14351,https://openalex.org/W3015634246
https://openalex.org/T13309,https://openalex.org/W2053154970
https://openalex.org/T10050,https://openalex.org/W2053154970
https://openalex.org/T10083,https://openalex.org/W2014935324
https://openalex.org/T10074,https://openalex.org/W2014935324
https://openalex.org/T10502,https://openalex.org/W2014935324
https://openalex.org/T11871,https://openalex.org/W2797247465
https://openalex.org/T13141,https://openalex.org/W2797247465
https://openalex.org/T13748,https://openalex.org/W2797247465
https://openalex.org/T10003,https://openalex.org/W3124536214
https://openalex.org/T10415,https://openalex.org/W3124536214
https://openalex.org/T10019,https://openalex.org/W3124536214
https://openalex.org/T10826,https://openalex.org/W2002664886
https://openalex.org/T12021,https://openalex.org/W2002664886
https://openalex.org/T10968,https://openalex.org/W4293241248
https://openalex.org/T10243,https://openalex.org/W4293241248
https://openalex.org/T10136,https://openalex.org/W4293241248
https://openalex.org/T13283,https://openalex.org/W2067495470
https://openalex.org/T10272,https://openalex.org/W2067495470
https://openalex.org/T11334,https://openalex.org/W2067495470
https://openalex.org/T12592,https://openalex.org/W2109469951
https://openalex.org/T11239,https://openalex.org/W2109469951
https://openalex.org/T10064,https://openalex.org/W2109469951
https://openalex.org/T12196,https://openalex.org/W4292808503
https://openalex.org/T10206,https://openalex.org/W2107328434
https://openalex.org/T11235,https://openalex.org/W2107328434
https://openalex.org/T10804,https://openalex.org/W2107328434
https://openalex.org/T10627,https://openalex.org/W2117539524
https://openalex.org/T10036,https://openalex.org/W2117539524
https://openalex.org/T10824,https://openalex.org/W2117539524
https://openalex.org/T10467,https://openalex.org/W2122912498
https://openalex.org/T11400,https://openalex.org/W2122912498
https://openalex.org/T13748,https://openalex.org/W2122912498
https://openalex.org/T12880,https://openalex.org/W2142225512
https://openalex.org/T10177,https://openalex.org/W2142225512
https://openalex.org/T13765,https://openalex.org/W2142225512
https://openalex.org/T10015,https://openalex.org/W2160378127
https://openalex.org/T10521,https://openalex.org/W2160378127
https://openalex.org/T10120,https://openalex.org/W2160378127
https://openalex.org/T10003,https://openalex.org/W2061977616
https://openalex.org/T11849,https://openalex.org/W2061977616
https://openalex.org/T12851,https://openalex.org/W2061977616
https://openalex.org/T10963,https://openalex.org/W4250589301
https://openalex.org/T10036,https://openalex.org/W2963446712
https://openalex.org/T11307,https://openalex.org/W2963446712
https://openalex.org/T10812,https://openalex.org/W2963446712
https://openalex.org/T10320,https://openalex.org/W4239510810
https://openalex.org/T10057,https://openalex.org/W4239510810
https://openalex.org/T12676,https://openalex.org/W4239510810
https://openalex.org/T10402,https://openalex.org/W2056760934
https://openalex.org/T11520,https://openalex.org/W2056760934
https://openalex.org/T12202,https://openalex.org/W2056760934
https://openalex.org/T12702,https://openalex.org/W2962835968
https://openalex.org/T10320,https://openalex.org/W2962835968
https://openalex.org/T10036,https://openalex.org/W2962835968
https://openalex.org/T10044,https://openalex.org/W2130479394
https://openalex.org/T11162,https://openalex.org/W2130479394
https://openalex.org/T10887,https://openalex.org/W2130479394
https://openalex.org/T12621,https://openalex.org/W2136022845
https://openalex.org/T10315,https://openalex.org/W2133469585
https://openalex.org/T10841,https://openalex.org/W2133469585
https://openalex.org/T11303,https://openalex.org/W2133469585
https://openalex.org/T10028,https://openalex.org/W2896457183
https://openalex.org/T10181,https://openalex.org/W2896457183
https://openalex.org/T10201,https://openalex.org/W2896457183
https://openalex.org/T13141,https://openalex.org/W4229668875
https://openalex.org/T11875,https://openalex.org/W4229668875
https://openalex.org/T12613,https://openalex.org/W1969360633
https://openalex.org/T10798,https://openalex.org/W1969360633
https://openalex.org/T11162,https://openalex.org/W1969360633
https://openalex.org/T12880,https://openalex.org/W2000117884
https://openalex.org/T10064,https://openalex.org/W2008620264
https://openalex.org/T12592,https://openalex.org/W2008620264
https://openalex.org/T11252,https://openalex.org/W2008620264
https://openalex.org/T10885,https://openalex.org/W2114104545
https://openalex.org/T10887,https://openalex.org/W2114104545
https://openalex.org/T11970,https://openalex.org/W2114104545
https://openalex.org/T10887,https://openalex.org/W2158217645
https://openalex.org/T10885,https://openalex.org/W2158217645
https://openalex.org/T12254,https://openalex.org/W2158217645
https://openalex.org/T11162,https://openalex.org/W1539796472
https://openalex.org/T10044,https://openalex.org/W1539796472
https://openalex.org/T10211,https://openalex.org/W1539796472
https://openalex.org/T10799,https://openalex.org/W2187089797
https://openalex.org/T10637,https://openalex.org/W2187089797
https://openalex.org/T11106,https://openalex.org/W2187089797
https://openalex.org/T10272,https://openalex.org/W2132322340
https://openalex.org/T11071,https://openalex.org/W2132322340
https://openalex.org/T10786,https://openalex.org/W2132322340
https://openalex.org/T10036,https://openalex.org/W1861492603
https://openalex.org/T10627,https://openalex.org/W1861492603
https://openalex.org/T11714,https://openalex.org/W1861492603
https://openalex.org/T10235,https://openalex.org/W2037377025
https://openalex.org/T12480,https://openalex.org/W2037377025
https://openalex.org/T14212,https://openalex.org/W2037377025
https://openalex.org/T10068,https://openalex.org/W2100379340
https://openalex.org/T10609,https://openalex.org/W2100379340
https://openalex.org/T10154,https://openalex.org/W2100379340
https://openalex.org/T10184,https://openalex.org/W144423133
https://openalex.org/T10494,https://openalex.org/W144423133
https://openalex.org/T10434,https://openalex.org/W144423133
https://openalex.org/T10683,https://openalex.org/W2063450941
https://openalex.org/T11089,https://openalex.org/W2063450941
https://openalex.org/T10432,https://openalex.org/W2063450941
https://openalex.org/T10963,https://openalex.org/W2296319761
https://openalex.org/T10792,https://openalex.org/W2296319761
